Business Defined SIC Industry 4 Cd,Business Defined SIC Industry 4 Descr,Business Defined SIC Industry Segment Cd,Business Defined SIC Industry Segment Descr,Business Defined SIC Industry Sub-Segment Level 1 Cd,Business Defined SIC Industry Sub-Segment Level 1 Descr,Business Defined SIC Industry Sub-Segment Level 2 Cd,Business Defined SIC Industry Sub-Segment Level 2 Descr,Business Defined SIC Industry Leg of Supply Chain Cd,Business Defined SIC Industry Leg of Supply Chain Descr
7534,Tire Retreading and Repair Shops,2000,Diversified Vehicles & Parts,200072,Tier 1 - 5 Parts Manufacturing,2000729E,Tier 1 - 5 Parts Manufacturing,01,Manufacturing
7536,Automotive Glass Replacement Shops,2000,Diversified Vehicles & Parts,200021,Automotive Related Services,20002101,Automotive Related Services,04,Post-Sales And Supporting Services
7537,Automotive transmission repair shops,2000,Diversified Vehicles & Parts,200021,Automotive Related Services,20002101,Automotive Related Services,04,Post-Sales And Supporting Services
7538,General Automotive Repair Shops,2000,Diversified Vehicles & Parts,200021,Automotive Related Services,20002101,Automotive Related Services,04,Post-Sales And Supporting Services
7539,"Automotive Repair Shops, Nec",2000,Diversified Vehicles & Parts,200021,Automotive Related Services,20002101,Automotive Related Services,04,Post-Sales And Supporting Services
7542,Carwashes,2000,Diversified Vehicles & Parts,200021,Automotive Related Services,20002101,Automotive Related Services,04,Post-Sales And Supporting Services
7549,"Automotive Services, Nec",2000,Diversified Vehicles & Parts,200021,Automotive Related Services,20002101,Automotive Related Services,04,Post-Sales And Supporting Services
7622,Radio and Television Repair,3000,High Tech,300068,Software and High Tech Services,30006842,Other Services,03,Retailing
7623,Refrigeration Service and Repair,9900,Other,990090,Non-Targeted,99009090,Non-Targeted,04,Post-Sales And Supporting Services
7629,Electrical Repair Shops,3000,High Tech,300068,Software and High Tech Services,30006842,Other Services,03,Retailing
7631,"Watch, Clock, and Jewelry Repair",9900,Other,990090,Non-Targeted,99009090,Non-Targeted,03,Retailing
7641,Reupholstery and Furniture Repair,9900,Other,990090,Non-Targeted,99009090,Non-Targeted,03,Retailing
7692,Welding Repair,4000,Industrial Products,400035,Industrial Assemblies and Machinery,4000352C,Industrial Assemblies and Machinery,03,Retailing
7694,Armature Rewinding Shops,4000,Industrial Products,400035,Industrial Assemblies and Machinery,4000352C,Industrial Assemblies and Machinery,03,Retailing
7699,"Repair Services, Nec",9900,Other,990090,Non-Targeted,99009090,Non-Targeted,03,Retailing
7812,Motion Picture and Video Production,4000,Industrial Products,400051,Misc. Industrial Manufacturing & Distribution,4000516D,Misc. Industrial Manufacturing & Distribution,01,Manufacturing
7819,Services Allied To Motion Pictures,9900,Other,990090,Non-Targeted,99009090,Non-Targeted,01,Manufacturing
7822,Motion picture and tape distribution,4000,Industrial Products,400051,Misc. Industrial Manufacturing & Distribution,4000516D,Misc. Industrial Manufacturing & Distribution,02,Wholesaling
7829,Motion picture distribution services,4000,Industrial Products,400051,Misc. Industrial Manufacturing & Distribution,4000516D,Misc. Industrial Manufacturing & Distribution,02,Wholesaling
7832,"Motion picture theaters, except drive-in",9900,Other,990090,Non-Targeted,99009090,Non-Targeted,03,Retailing
7833,Drive-in Motion Picture Theaters,9900,Other,990090,Non-Targeted,99009090,Non-Targeted,03,Retailing
7841,Video Tape Rental,9900,Other,990090,Non-Targeted,99009090,Non-Targeted,03,Retailing
7911,"Dance Studios, Schools, and Halls",6000,Professional Services,600021,Education,6000214K,Specialty Schools,03,Retailing
7922,Theatrical Producers and Services,9900,Other,990090,Non-Targeted,99009090,Non-Targeted,03,Retailing
7929,Entertainers and entertainment groups,9900,Other,990090,Non-Targeted,99009090,Non-Targeted,03,Retailing
7933,Bowling Centers,9900,Other,990090,Non-Targeted,99009090,Non-Targeted,03,Retailing
7941,"Sports clubs, managers, and promoters",9900,Other,990090,Non-Targeted,99009090,Non-Targeted,03,Retailing
7948,"Racing, Including Track Operation",6000,Professional Services,600024,Hospitality,60002401,Performing Arts and Spectator Sports,03,Retailing
7991,Physical Fitness Facilities,9900,Other,990090,Non-Targeted,99009090,Non-Targeted,03,Retailing
7992,Public Golf Courses,9900,Other,990090,Non-Targeted,99009090,Non-Targeted,03,Retailing
7993,Coin-operated Amusement Devices,9900,Other,990090,Non-Targeted,99009090,Non-Targeted,03,Retailing
7996,Amusement Parks,6000,Professional Services,600024,Hospitality,6000240B,Hotels and Lodging,03,Retailing
7997,Membership sports and recreation clubs,9900,Other,990090,Non-Targeted,99009090,Non-Targeted,03,Retailing
7999,"Amusement and Recreation, Nec",9900,Other,990090,Non-Targeted,99009090,Non-Targeted,03,Retailing
8001,Healthcare (INDUSTRY SEGMENT),8000,Healthcare,800047,Misc. Healthcare,8000472D,Misc. Healthcare,05,All Other
8011,Offices and clinics of medical doctors,8000,Healthcare,800021,Healthcare providers,80002102,Healthcare Providers excluding some,03,Retailing
8021,Offices and Clinics of Dentists,8000,Healthcare,800021,Healthcare providers,80002102,Healthcare Providers excluding some,03,Retailing
8031,Offices and clinics of osteopathic physicians,8000,Healthcare,800021,Healthcare providers,80002102,Healthcare Providers excluding some,03,Retailing
8041,Offices and clinics of chiropractors,8000,Healthcare,800021,Healthcare providers,80002102,Healthcare Providers excluding some,03,Retailing
8042,Offices and Clinics of Optometrists,8000,Healthcare,800021,Healthcare providers,80002102,Healthcare Providers excluding some,03,Retailing
8043,Offices and Clinics of Podiatrists,8000,Healthcare,800021,Healthcare providers,80002102,Healthcare Providers excluding some,03,Retailing
8049,Offices of Health Practitioner,8000,Healthcare,800021,Healthcare providers,80002102,Healthcare Providers excluding some,03,Retailing
8051,Skilled Nursing Care Facilities,8000,Healthcare,800021,Healthcare providers,80002101,Home Health & Care Facilities,03,Retailing
8052,Intermediate Care Facilities,8000,Healthcare,800021,Healthcare providers,80002101,Home Health & Care Facilities,03,Retailing
8059,"Nursing and Personal Care, Nec",8000,Healthcare,800021,Healthcare providers,80002101,Home Health & Care Facilities,03,Retailing
8062,General medical and surgical hospitals,8000,Healthcare,800021,Healthcare providers,80002102,Healthcare Providers excluding some,03,Retailing
8063,Psychiatric Hospitals,8000,Healthcare,800021,Healthcare providers,80002102,Healthcare Providers excluding some,03,Retailing
8069,"Specialty hospitals, except psychiatric",8000,Healthcare,800021,Healthcare providers,80002102,Healthcare Providers excluding some,03,Retailing
8071,Medical Laboratories,8000,Healthcare,800022,Labs & Clinical Trials,80002203,Labs,03,Retailing
8072,Dental Laboratories,8000,Healthcare,800022,Labs & Clinical Trials,80002201,Labs Dental,01,Manufacturing
8082,Home Health Care Services,8000,Healthcare,800021,Healthcare providers,80002101,Home Health & Care Facilities,03,Retailing
8092,Kidney Dialysis Centers,8000,Healthcare,800021,Healthcare providers,80002102,Healthcare Providers excluding some,03,Retailing
8093,"Specialty Outpatient Clinics, Nec",8000,Healthcare,800021,Healthcare providers,80002102,Healthcare Providers excluding some,03,Retailing
8099,"Health and Allied Services, Nec",8000,Healthcare,800021,Healthcare providers,80002102,Healthcare Providers excluding some,03,Retailing
8111,Legal Services,6000,Professional Services,600013,"Consulting, Accounting & Legal",60001330,Legal Services,03,Retailing
8211,Elementary and Secondary Schools,6000,Professional Services,600021,Education,6000214D,K-12 Schools,03,Retailing
8221,Colleges and Universities,6000,Professional Services,600021,Education,6000214E,Higher Education,03,Retailing
8222,Junior Colleges,6000,Professional Services,600021,Education,6000214E,Higher Education,03,Retailing
8231,Libraries,6000,Professional Services,600021,Education,6000214C,Miscellaneous,04,Post-Sales And Supporting Services
8243,Data Processing Schools,6000,Professional Services,600021,Education,6000214M,Training,03,Retailing
8244,Business and Secretarial Schools,6000,Professional Services,600021,Education,6000214K,Specialty Schools,03,Retailing
8249,"Vocational Schools, Nec",6000,Professional Services,600021,Education,6000214K,Specialty Schools,03,Retailing
8299,Schools and Educational Services,6000,Professional Services,600021,Education,6000214K,Specialty Schools,03,Retailing
8322,Individual and Family Services,9900,Other,990090,Non-Targeted,99009090,Non-Targeted,03,Retailing
8331,Job Training and Related Services,9900,Other,990090,Non-Targeted,99009090,Non-Targeted,04,Post-Sales And Supporting Services
8351,Child Day Care Services,9900,Other,990090,Non-Targeted,99009090,Non-Targeted,05,All Other
8361,Residential Care,8000,Healthcare,800021,Healthcare providers,80002101,Home Health & Care Facilities,03,Retailing
8399,"Social Services, Nec",6000,Professional Services,600025,Finance & Insurance,60002507,Banking and Credit Unions,03,Retailing
8412,Museums and Art Galleries,6000,Professional Services,600024,Hospitality,6000240C,Tourism,03,Retailing
8422,Botanical and Zoological Gardens,6000,Professional Services,600024,Hospitality,6000240C,Tourism,03,Retailing
8611,Business Associations,9900,Other,990090,Non-Targeted,99009090,Non-Targeted,04,Post-Sales And Supporting Services
8621,Professional Organizations,9900,Other,990090,Non-Targeted,99009090,Non-Targeted,04,Post-Sales And Supporting Services
8631,Labor Organizations,9900,Other,990090,Non-Targeted,99009090,Non-Targeted,04,Post-Sales And Supporting Services
8641,Civic and Social Associations,9900,Other,990090,Non-Targeted,99009090,Non-Targeted,03,Retailing
8651,Political Organizations,9900,Other,990090,Non-Targeted,99009090,Non-Targeted,04,Post-Sales And Supporting Services
8661,Religious Organizations,9900,Other,990090,Non-Targeted,99009090,Non-Targeted,03,Retailing
8699,"Membership Organizations, Nec",9900,Other,990090,Non-Targeted,99009090,Non-Targeted,05,All Other
8711,Engineering Services,6000,Professional Services,600022,"Engineering, Architecture, & Research",6000225B,"Engineering, Architecture, & Research",03,Retailing
8712,Architectural Services,6000,Professional Services,600022,"Engineering, Architecture, & Research",6000225B,"Engineering, Architecture, & Research",03,Retailing
8713,Surveying Services,6000,Professional Services,600022,"Engineering, Architecture, & Research",6000225B,"Engineering, Architecture, & Research",02,Wholesaling
8721,"Accounting, auditing, and bookkeeping",6000,Professional Services,600013,"Consulting, Accounting & Legal",60001301,"Accounting, Bookkeeping, & Payroll",03,Retailing
8731,Commercial Physical Research,8000,Healthcare,800022,Labs & Clinical Trials,80002203,Labs,05,All Other
8732,Commercial Nonphysical Research,6000,Professional Services,600022,"Engineering, Architecture, & Research",6000225B,"Engineering, Architecture, & Research",02,Wholesaling
8733,Noncommercial research organizations,6000,Professional Services,600022,"Engineering, Architecture, & Research",6000225B,"Engineering, Architecture, & Research",04,Post-Sales And Supporting Services
8734,Testing Laboratories,6000,Professional Services,600022,"Engineering, Architecture, & Research",6000225B,"Engineering, Architecture, & Research",02,Wholesaling
8741,Management Services,9900,Other,990090,Non-Targeted,99009090,Non-Targeted,04,Post-Sales And Supporting Services
8742,Management Consulting Services,6000,Professional Services,600013,"Consulting, Accounting & Legal",60001331,"Management, Scientific, & Tech Consulting",03,Retailing
8743,Public Relations Services,6000,Professional Services,600002,Advertising & Public Relations,60000249,Public Relations Agencies,02,Wholesaling
8744,Facilities Support Services,6000,Professional Services,600063,Real Estate,6000637E,Real Estate,04,Post-Sales And Supporting Services
8748,"Business Consulting, Nec",6000,Professional Services,600013,"Consulting, Accounting & Legal",60001331,"Management, Scientific, & Tech Consulting",03,Retailing
8811,Private households,9900,Other,990090,Non-Targeted,99009090,Non-Targeted,05,All Other
8999,"Services, Nec",9900,Other,990090,Non-Targeted,99009090,Non-Targeted,02,Wholesaling
9001,Government (INDUSTRY SEGMENT),9000,Government,900046,Misc. Government,9000461D,Misc. Government,05,All Other
9111,Executive Offices,9000,Government,900023,"Exec, Legislative & Local Government",9000236B,"Exec, Legislative & Local Government",04,Post-Sales And Supporting Services
9121,Legislative Bodies,9000,Government,900023,"Exec, Legislative & Local Government",9000236B,"Exec, Legislative & Local Government",04,Post-Sales And Supporting Services
9131,Executive and Legislative Combined,9000,Government,900023,"Exec, Legislative & Local Government",9000236B,"Exec, Legislative & Local Government",04,Post-Sales And Supporting Services
9199,"General Government, Nec",9000,Government,900023,"Exec, Legislative & Local Government",9000236B,"Exec, Legislative & Local Government",04,Post-Sales And Supporting Services
9211,Courts,9000,Government,900039,"Justice, Public Order and Safety",9000396C,"Justice, Public Order and Safety",04,Post-Sales And Supporting Services
9221,Police Protection,9000,Government,900039,"Justice, Public Order and Safety",9000396C,"Justice, Public Order and Safety",04,Post-Sales And Supporting Services
9222,Legal Counsel and Prosecution,9000,Government,900039,"Justice, Public Order and Safety",9000396C,"Justice, Public Order and Safety",03,Retailing
9223,Correctional Institutions,9000,Government,900039,"Justice, Public Order and Safety",9000396C,"Justice, Public Order and Safety",04,Post-Sales And Supporting Services
9224,Fire Protection,9000,Government,900039,"Justice, Public Order and Safety",9000396C,"Justice, Public Order and Safety",04,Post-Sales And Supporting Services
9229,"Public Order and Safety, Nec",9000,Government,900039,"Justice, Public Order and Safety",9000396C,"Justice, Public Order and Safety",04,Post-Sales And Supporting Services
9311,"Finance, taxation, and monetary policy",9000,Government,900023,"Exec, Legislative & Local Government",9000236B,"Exec, Legislative & Local Government",04,Post-Sales And Supporting Services
9411,Administration of educational programs,9000,Government,900001,Administration of Public Programs,9000010A,Administration of Public Programs,04,Post-Sales And Supporting Services
9431,Administration of public health programs,9000,Government,900001,Administration of Public Programs,9000010A,Administration of Public Programs,05,All Other
9441,Administration of social and manpower programs,9000,Government,900001,Administration of Public Programs,9000010A,Administration of Public Programs,04,Post-Sales And Supporting Services
9451,"Administration of Veterans' Affairs",9000,Government,900001,Administration of Public Programs,9000010A,Administration of Public Programs,04,Post-Sales And Supporting Services
9511,"Air, water, and solid waste management",9000,Government,900001,Administration of Public Programs,9000010A,Administration of Public Programs,04,Post-Sales And Supporting Services
9512,"Land, mineral, and wildlife conservation",9000,Government,900001,Administration of Public Programs,9000010A,Administration of Public Programs,04,Post-Sales And Supporting Services
9531,Housing Programs,9000,Government,900001,Administration of Public Programs,9000010A,Administration of Public Programs,04,Post-Sales And Supporting Services
9532,Urban and Community Development,9000,Government,900001,Administration of Public Programs,9000010A,Administration of Public Programs,04,Post-Sales And Supporting Services
9611,Administration of general economic programs,9000,Government,900001,Administration of Public Programs,9000010A,Administration of Public Programs,04,Post-Sales And Supporting Services
9621,"Regulation, administration of transportation",9000,Government,900001,Administration of Public Programs,9000010A,Administration of Public Programs,04,Post-Sales And Supporting Services
9631,"Regulation, administration of utilities",9000,Government,900001,Administration of Public Programs,9000010A,Administration of Public Programs,04,Post-Sales And Supporting Services
9641,Regulation of agricultural marketing,9000,Government,900001,Administration of Public Programs,9000010A,Administration of Public Programs,04,Post-Sales And Supporting Services
9651,"Regulation, miscellaneous commercial sectors",9000,Government,900001,Administration of Public Programs,9000010A,Administration of Public Programs,04,Post-Sales And Supporting Services
9661,Space Research and Technology,9000,Government,900052,"Natl Security, Space Research, & Intl Affairs",9000527D,"Natl Security, Space Research, & Intl Affairs",04,Post-Sales And Supporting Services
9711,National Security,9000,Government,900052,"Natl Security, Space Research, & Intl Affairs",9000527D,"Natl Security, Space Research, & Intl Affairs",04,Post-Sales And Supporting Services
9721,International Affairs,9000,Government,900052,"Natl Security, Space Research, & Intl Affairs",9000527D,"Natl Security, Space Research, & Intl Affairs",04,Post-Sales And Supporting Services
9901,Undefined and Other (INDUSTRY SEGMENT),9900,Other,990090,Non-Targeted,99009090,Non-Targeted,05,All Other
9999,Nonclassifiable Establishments,9999,Unclassified,999999,Unclassified,99999999,Unclassified,05,All Other
